timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1519580891786,7484,HTTP Request_Login check,200,,login Test 2-17,text,true,,651,482,33,36,7484,0,0
1519580891669,7665,HTTP Request_Login check,200,,login Test 2-6,text,true,,651,502,32,35,7665,0,28
1519580892179,7164,HTTP Request_Login check,200,,login Test 2-47,text,true,,651,510,31,34,7164,0,1
1519580892900,6445,HTTP Request_Login check,200,,login Test 2-96,text,true,,651,493,30,33,6445,0,1
1519580892393,6955,HTTP Request_Login check,200,,login Test 2-62,text,true,,651,492,29,32,6955,0,6
1519580892965,6385,HTTP Request_Login check,200,,login Test 2-100,text,true,,651,485,28,31,6385,0,0
1519580892729,6621,HTTP Request_Login check,200,,login Test 2-84,text,true,,651,512,27,30,6620,0,1
1519580892133,7221,HTTP Request_SignupCheck,200,,signuptest 1-63,text,true,,640,565,3,29,7221,0,1
1519580892457,6898,HTTP Request_Login check,200,,login Test 2-66,text,true,,651,495,26,28,6897,0,0
1519580892473,6885,HTTP Request_SignupCheck,200,,signuptest 1-92,text,true,,640,578,2,27,6885,0,1
1519580892817,6546,HTTP Request_Login check,200,,login Test 2-90,text,true,,651,476,25,26,6546,0,1
1519580892094,7272,HTTP Request_Login check,200,,login Test 2-39,text,true,,651,485,24,25,7272,0,1
1519580892545,6826,HTTP Request_Login check,200,,login Test 2-73,text,true,,651,510,23,24,6825,0,1
1519580892282,7129,HTTP Request_SignupCheck,200,,signuptest 1-76,text,true,,640,601,1,23,7129,0,1
1519580892617,6797,HTTP Request_Login check,200,,login Test 2-77,text,true,,651,499,22,22,6794,0,1
1519580892353,7072,HTTP Request_Login check,200,,login Test 2-60,text,true,,651,508,21,21,7060,0,1
1519580892789,6658,HTTP Request_Login check,200,,login Test 2-88,text,true,,651,472,20,20,6657,0,1
1519580892604,6850,HTTP Request_Login check,200,,login Test 2-76,text,true,,651,508,19,19,6842,0,1
1519580892424,7033,HTTP Request_Login check,200,,login Test 2-64,text,true,,651,503,18,18,7033,0,0
1519580892013,7454,HTTP Request_Login check,200,,login Test 2-32,text,true,,651,476,17,17,7453,0,1
1519580892935,6534,HTTP Request_Login check,200,,login Test 2-98,text,true,,651,474,16,16,6530,0,1
1519580892525,6948,HTTP Request_Login check,200,,login Test 2-71,text,true,,651,481,15,15,6945,0,0
1519580892273,7204,HTTP Request_Login check,200,,login Test 2-55,text,true,,651,482,14,14,7204,0,0
1519580892229,7261,HTTP Request_Login check,200,,login Test 2-51,text,true,,651,498,13,13,7261,0,1
1519580892059,7436,HTTP Request_Login check,200,,login Test 2-35,text,true,,651,504,12,12,7435,0,42
1519580892272,7223,HTTP Request_Login check,200,,login Test 2-54,text,true,,651,491,11,11,7223,0,0
1519580892829,6682,HTTP Request_Login check,200,,login Test 2-91,text,true,,651,493,10,10,6678,0,1
1519580892642,6882,HTTP Request_Login check,200,,login Test 2-78,text,true,,651,490,9,9,6881,0,1
1519580892114,7440,HTTP Request_Login check,200,,login Test 2-41,text,true,,651,499,8,8,7440,0,1
1519580892495,7061,HTTP Request_Login check,200,,login Test 2-69,text,true,,651,481,7,7,7061,0,0
1519580892560,7057,HTTP Request_Login check,200,,login Test 2-74,text,true,,651,491,6,6,7056,0,0
1519580892200,7428,HTTP Request_Login check,200,,login Test 2-49,text,true,,651,493,5,5,7427,0,0
1519580892750,6901,HTTP Request_Login check,200,,login Test 2-86,text,true,,651,505,4,4,6901,0,1
1519580892889,6790,HTTP Request_Login check,200,,login Test 2-95,text,true,,651,478,3,3,6785,0,0
1519580892467,7243,HTTP Request_Login check,200,,login Test 2-67,text,true,,651,486,2,2,7239,0,1
1519580892678,7044,HTTP Request_Login check,200,,login Test 2-81,text,true,,651,502,1,1,7044,0,1
